HistoricalDataLogger file: HistoricalWaferDataLogs\PM4\Std_PM4.1425914.02AA.11-5-2016.15-38-12.txt

Version:   SW=4.7.0 of 3/10/16     Config=UP-CLC 4.7
Control Source: Local
machineID: Machine	waferId: 1425914.02	Recipe: TSO_K_Dummy
Equipment: CLN200 II PVD#94  for  TDK, P/10070  on  PCMA3880
User:      s

Reset Logging Event Name	nil
Start Logging Event Name	PreparingForOperationSetStarted
Stop Logging Event Name		OperationSetEnded


Start:(November 5, 2016   3:38:08 PM)(0)	End:(November 5, 2016   4:09:39 PM) (1891719)                                                                 

Channel Data: 
Number of channels =	23	Duration = 1891.72 (sec)        
Channel 1	name =	ChuckDrivePositionCountActual	period =1000ms	1438 samples                
Channel 2	name =	ChuckTempControlDCBiasActVoltage	period =1000ms	1438 samples                
Channel 3	name =	ChuckTempControlSensor	period =1000ms	1437 samples                
Channel 4	name =	CurrentStepNumber	period =1000ms	1438 samples                
Channel 5	name =	DCActualCurrent	period =1000ms	1437 samples                
Channel 6	name =	DCActualPower	period =1000ms	1437 samples                
Channel 7	name =	DCActualVoltage	period =1000ms	1438 samples                
Channel 8	name =	DCHardArcPerRun	period =1000ms	1437 samples                
Channel 9	name =	DCMicroArcPerRun	period =1000ms	1437 samples                
Channel 10	name =	DCPowerCorrection	period =1000ms	1438 samples                
Channel 11	name =	DCShieldLifeCounter	period =1000ms	1437 samples                
Channel 12	name =	DCTargetLifeCounter	period =1000ms	1438 samples                
Channel 13	name =	FlexiCathMagnetPositionSensor	period =1000ms	1438 samples                
Channel 14	name =	GasVacuumSystemGas1Sensor	period =1000ms	1438 samples                
Channel 15	name =	GasVacuumSystemGas3Sensor	period =1000ms	1437 samples                
Channel 16	name =	GasVacuumSystemPressureReaderManagerWiderangeGaugeSensor	period =1000ms	1437 samples                
Channel 17	name =	MatchingSeriesCapacitorPositionSensor	period =1000ms	1438 samples                
Channel 18	name =	MatchingShuntCapacitorPositionSensor	period =1000ms	1438 samples                
Channel 19	name =	ProcessTimerTimeCorrection	period =1000ms	1437 samples                
Channel 20	name =	RFBiasLoadPowerCorrection	period =1000ms	1437 samples                
Channel 21	name =	RFBiasLoadPowerSensor	period =1000ms	1437 samples                
Channel 22	name =	RFBiasReflectedPowerSensor	period =1000ms	1437 samples                
Channel 23	  name = 	zzEvent	period = undefined	undefined samples

No. of steps = 4
Step   	author         	ChuckDriveProce	ChuckDriveProce	ChuckDriveProce	ChuckGasFlowSet	ChuckGasPressur	ChuckGasRegulat	ChuckTemperatur	ChuckTemperatur	ChuckTemperatur	cleanAfterStep 	comment        	DCChopperFreque	DCChopperPulsWi	DCControlMode  	DCCurrentSetpoi	DCPowerModulati	DCPowerModulati	DCPowerModulati	DCPowerSetpoint	DCRampTime     	DCVoltageSetpoi	DCXHardArcPerRu	DCXMicroArcPerR	FlexiCathMagnet	FlexiCathMagnet	GasVacuumSystem	GasVacuumSystem	GasVacuumSystem	jobSettablePara	lastUpdate     	MatchingSeriesC	MatchingShuntCa	name           	owner          	powerOnAfterSte	Pressure       	ProcessEndCondi	ProcessTime    	processType    	RecipeExecution	RFBiasDCVoltage	RFBiasLoadPower	RFBiasRampTime 	RFBiasReflected	ThrottleEnable 	
(Units)	(none)         	()             	(SerOffsInc)   	()             	(sccm)         	(mTorr)        	()             	()             	(degC)         	()             	(none)         	(none)         	(kHz)          	(ns)           	()             	(A)            	(%)            	()             	(Degree)       	(W)            	(s)            	(V)            	()             	()             	()             	(mm)           	(sccm)         	(sccm)         	(sccm)         	(none)         	(none)         	(steps)        	(steps)        	(none)         	(none)         	(none)         	(mTorr)        	()             	(s)            	(none)         	()             	(V)            	(W)            	(s)            	(W)            	()             	
1      	s              	Setpoint       	-3072.0        	Process        	0.0            	0.0            	Pressure       	Setpoint       	70.0           	0              	false          	               	350.0          	1000           	Power          	0.0            	0.0            	None           	0.0            	0.0            	0.0            	0.0            	0              	0              	Recipe         	30.0           	0.0            	0.0            	0.0            	OrderedCollecti	2016/10/18 16:2	540            	550            	TSO_K_Evac     	s              	false          	6.75057e-3     	Pressure       	15.0           	               	true           	0.0            	0.0            	0.0            	0.0            	false          	

2      	s              	DontChange     	0              	Process        	0.0            	0.0            	Pressure       	DontChange     	70.0           	0              	false          	               	350.0          	1000           	Power          	0.0            	0.0            	None           	0.0            	0.0            	0.0            	0.0            	0              	0              	None           	0.0            	50.0           	0.0            	45.0           	OrderedCollecti	2016/10/13 11:2	0              	0              	TSO_K_Stab     	s              	false          	0.0            	Time           	15.0           	               	true           	0.0            	0.0            	0.0            	0.0            	true           	

3      	s              	DontChange     	0              	Process        	0.0            	0.0            	Pressure       	DontChange     	70.0           	0              	false          	               	350.0          	1000           	Power          	0.0            	0.0            	None           	0              	1920.0         	0.0            	230.0          	0              	0              	None           	0.0            	50.0           	0.0            	45.0           	OrderedCollecti	2016/10/24 10:5	0              	0              	TSO_K_Dummy    	s              	false          	0.0            	Time           	1860.0         	               	false          	0.0            	220.0          	0.0            	0.0            	true           	

4      	s              	DontChange     	0              	Process        	0.0            	0.0            	Pressure       	DontChange     	70.0           	0              	false          	               	350.0          	1000           	Power          	0.0            	0.0            	None           	0.0            	0.0            	0.0            	0.0            	0              	0              	None           	0.0            	0.0            	0.0            	0.0            	OrderedCollecti	2016/10/13 11:2	0              	0              	TSO_K_EvacClean	s              	false          	7.50064e-4     	Time           	5.0            	               	false          	0.0            	0.0            	0.0            	0.0            	false          	


HistoricalData:
ChuckDrivePositionCountActual	ChuckDrivePositionCountActual	ChuckTempControlDCBiasActVoltage	ChuckTempControlDCBiasActVoltage	ChuckTempControlSensor	ChuckTempControlSensor	CurrentStepNumber	CurrentStepNumber	DCActualCurrent	DCActualCurrent	DCActualPower	DCActualPower	DCActualVoltage	DCActualVoltage	DCHardArcPerRun	DCHardArcPerRun	DCMicroArcPerRun	DCMicroArcPerRun	DCPowerCorrection	DCPowerCorrection	DCShieldLifeCounter	DCShieldLifeCounter	DCTargetLifeCounter	DCTargetLifeCounter	FlexiCathMagnetPositionSensor	FlexiCathMagnetPositionSensor	GasVacuumSystemGas1Sensor	GasVacuumSystemGas1Sensor	GasVacuumSystemGas3Sensor	GasVacuumSystemGas3Sensor	GasVacuumSystemPressureReaderManagerWiderangeGaugeSensor	GasVacuumSystemPressureReaderManagerWiderangeGaugeSensor	MatchingSeriesCapacitorPositionSensor	MatchingSeriesCapacitorPositionSensor	MatchingShuntCapacitorPositionSensor	MatchingShuntCapacitorPositionSensor	ProcessTimerTimeCorrection	ProcessTimerTimeCorrection	RFBiasLoadPowerCorrection	RFBiasLoadPowerCorrection	RFBiasLoadPowerSensor	RFBiasLoadPowerSensor	RFBiasReflectedPowerSensor	RFBiasReflectedPowerSensor	
msec	SerInc	msec	V	msec	degC	msec	no unit	msec	A	msec	W	msec	V	msec	no unit	msec	no unit	msec	%	msec	kWh	msec	kWh	msec	mm	msec	sccm	msec	sccm	msec	mTorr	msec	steps	msec	steps	msec	%	msec	%	msec	W	msec	W	
64	12354	189	0	1187	73	64	1	1062	0.0	688	0	313	0	937	581	813	7105	189	-2.9	563	76.7023	438	732.64	189	30.06	64	0.0	1187	0.0	563	4.70702e-4	438	540	313	550	1062	0.0	813	-7.6	937	0	688	0	---	---	
1312	12354	1437	0	2435	73	1312	1	2310	0.0	1936	0	1561	0	2185	581	2061	7105	1437	-2.9	1811	76.7023	1686	732.64	1437	30.06	1312	0.0	2435	0.0	1811	4.36709e-4	1686	540	1561	550	2310	0.0	2061	-7.6	2185	0	1936	0	---	---	
2560	12354	2684	0	3683	73	2560	1	3558	0.0	3184	0	2809	0	3433	581	3309	7105	2684	-2.9	3059	76.7023	2934	732.64	2684	30.06	2560	0.0	3683	0.0	3059	4.17504e-4	2934	540	2809	550	3558	0.0	3309	-7.6	3433	0	3184	0	---	---	
3808	12354	3933	0	4962	73	3808	1	4837	0.0	4432	0	4057	0	4712	581	4556	7105	3933	-2.9	4307	76.7023	4182	732.64	3933	30.06	3808	0.0	4962	0.0	4307	4.11292e-4	4182	540	4057	550	4837	0.0	4556	-7.6	4712	0	4432	0	---	---	
5087	12354	5212	0	6210	73	5087	1	6085	0.0	5711	0	5336	0	5960	581	5836	7105	5212	-2.9	5586	76.7023	5461	732.64	5212	30.06	5087	0.0	6210	0.0	5586	4.02146e-4	5461	540	5336	550	6085	0.0	5836	-7.6	5960	0	5711	0	---	---	
6335	12354	6459	0	7458	73	6335	1	7333	0.0	6959	0	6584	0	7208	581	7083	7105	6459	-2.9	6834	76.7023	6709	732.64	6459	30.06	6335	0.0	7458	0.0	6834	3.99144e-4	6709	540	6584	550	7333	0.0	7083	-7.6	7208	0	6959	0	---	---	
7583	12354	7707	0	8706	73	7583	1	8581	0.0	8207	0	7832	0	8456	581	8331	7105	7707	-2.9	8082	76.7023	7957	732.64	7707	30.06	7583	0.0	8706	0.0	8082	3.96162e-4	7957	540	7832	550	8581	0.0	8331	-7.6	8456	0	8207	0	---	---	
8831	12354	8955	0	9954	73	8831	1	9829	0.0	9455	0.0	9080	0.0	9704	581	9580	7105	8955	-2.9	9330	76.7023	9205	732.64	8955	30.06	8831	0.0	9954	0.0	9330	3.93204e-4	9205	540	9080	550	9829	0.0	9580	-7.6	9704	0	9455	0	---	---	
10079	-107599	10204	0	11202	73	10079	1	11077	0.0	10703	0.0	10328	0.0	10952	581	10828	7105	10204	-2.9	10578	76.7023	10453	732.64	10204	30.06	10079	0.0	11202	0.0	10578	3.90268e-4	10453	540	10328	550	11077	0.0	10828	-7.6	10952	0	10703	0	---	---	
11327	-107599	11452	0	12450	73	11327	2	12325	0.0	11951	0	11576	0.0	12201	581	12076	7105	11452	-2.9	11826	76.7023	11701	732.64	11452	30.06	11327	0.0	12450	42.96	11826	1.88086e-2	11701	540	11576	550	12325	0.0	12076	-7.6	12201	0	11951	0	---	---	
12575	-107599	12700	0	13698	73	12575	2	13573	0.0	13199	0	12825	0	13449	581	13324	7105	12700	-2.9	13074	76.7023	12949	732.64	12700	30.06	12575	49.8	13698	44.92	13074	3.03009	12949	540	12825	550	13574	0.0	13324	-7.6	13449	0	13199	0	12601	PM4RecipeExecutionPolicyStepStarted/TSO_K_Evac/PM4	
13823	-107599	13938	0	14946	73	13823	2	14821	0.0	14431	0	14057	0	14697	581	14556	7105	13938	-2.9	14307	76.7023	14182	732.64	13938	30.06	13823	49.9	14946	44.92	14307	3.65459	14182	540	14057	550	14821	0.0	14556	-7.6	14697	0	14431	0	14484	PM4RecipeExecutionPolicyStepStopped/TSO_K_Evac/PM4	
15071	-107599	15196	0	16210	73	15071	2	16085	0.0	15695	0	15321	0	15945	581	15820	7105	15196	-2.9	15570	76.7023	15446	732.64	15196	30.06	15071	49.9	16210	44.92	15570	3.68209	15446	540	15321	550	16085	0.0	15820	-7.6	15945	0	15695	0	14569	PM4RecipeExecutionPolicyStepStarted/TSO_K_Stab/PM4	
16335	-107599	16460	0	17458	73	16335	2	17333	0.0	16959	0	16584	0	17208	581	17082	7105	16460	-2.9	16834	76.7023	16709	732.64	16460	30.06	16335	49.9	17458	44.92	16834	3.65459	16709	540	16584	550	17333	0.0	17082	-7.6	17208	0	16959	0	---	---	
17583	-107599	17708	0	18706	73	17583	2	18581	0.0	18207	0	17833	0	18457	581	18332	7105	17708	-2.9	18082	76.7023	17957	732.64	17708	30.06	17583	49.9	18706	44.92	18082	3.68209	17957	540	17833	550	18581	0.0	18332	-7.6	18457	0	18207	0	---	---	
18831	-107599	18956	0	20017	73	18831	2	19892	0.0	19518	0	19081	0	19767	581	19642	7105	18956	-2.9	19393	76.7023	19268	732.64	18956	30.06	18831	49.9	20017	44.92	19393	3.70979	19268	540	19081	550	19892	0.0	19642	-7.6	19767	0	19518	0	---	---	
20141	-107599	20280	0	21280	73	20141	2	21156	0.0	20781	0	20407	0	21031	581	20906	7105	20280	-2.9	20656	76.7023	20532	732.64	20280	30.06	20141	49.9	21280	44.92	20656	3.70979	20532	540	20407	550	21156	0.0	20906	-7.6	21031	0	20781	0	---	---	
21405	-107599	21530	0	22544	73	21405	2	22416	0.0	22029	0	21655	0	22279	581	22154	7105	21530	-2.9	21904	76.7023	21780	732.64	21530	30.06	21405	49.9	22544	44.92	21904	3.70979	21780	540	21655	550	22416	0.0	22154	-7.6	22279	0	22029	0	---	---	
22669	-107599	22793	0	23776	73	22669	2	23652	0.0	23293	0	22919	0	23527	581	23418	7105	22793	-2.9	23168	76.7023	23043	732.64	22793	30.06	22669	49.9	23777	44.92	23168	3.73769	23043	540	22919	550	23652	0.0	23418	-7.6	23527	0	23293	0	---	---	
23901	-107599	24026	0	25009	73	23901	2	24884	0.0	24521	0	24151	0	24759	581	24634	7105	24026	-2.9	24401	76.7023	24276	732.64	24026	30.06	23901	49.9	25009	44.92	24401	3.70979	24276	540	24151	550	24884	0.0	24634	-7.6	24759	0	24521	0	---	---	
25134	-107599	25258	0	26272	73	25134	2	26147	0.0	25742	0	25383	0	25992	581	25867	7105	25258	-2.9	25617	76.7023	25508	732.64	25258	30.06	25134	49.9	26272	44.92	25617	3.70979	25508	540	25383	550	26147	0.0	25867	-7.6	25992	0	25742	0	---	---	
26397	-107599	26522	0	27645	73	26397	3	27521	8.04	27146	1870	26778	0	27399	581	27271	7105	26522	-2.9	27021	76.7022	26897	732.64	26522	30.06	26397	49.9	27645	44.92	27021	4.34221	26897	540	26778	550	27521	0.0	27271	-7.6	27399	120	27146	0	---	---	
27770	-107599	27895	-48	28940	73	27770	3	28815	8.12	28425	1870	28054	233	28706	0	28550	0	27895	-2.9	28301	76.7015	28176	732.639	27895	30.06	27770	49.9	28940	44.92	28301	4.93232	28176	540	28054	550	28815	0.0	28550	-7.6	28706	202	28425	5	---	---	
