HistoricalDataLogger file: HistoricalWaferDataLogs\PM4\Std_PM4.p2014075.21AA.11-5-2016.11-50-36.txt

Version:   SW=4.7.0 of 3/10/16     Config=UP-CLC 4.7
Control Source: Local
machineID: Machine	waferId: p2014075.21	Recipe: TSO_L_1730nm
Equipment: CLN200 II PVD#94  for  TDK, P/10070  on  PCMA3880
User:      s

Reset Logging Event Name	nil
Start Logging Event Name	PreparingForOperationSetStarted
Stop Logging Event Name		OperationSetEnded


Start:(November 5, 2016   11:50:31 AM)(0)	End:(November 5, 2016   12:52:15 PM) (3704812)                                                                

Channel Data: 
Number of channels =	23	Duration = 3704.81 (sec)        
Channel 1	name =	ChuckDrivePositionCountActual	period =1000ms	2822 samples                
Channel 2	name =	ChuckTempControlDCBiasActVoltage	period =1000ms	2822 samples                
Channel 3	name =	ChuckTempControlSensor	period =1000ms	2821 samples                
Channel 4	name =	CurrentStepNumber	period =1000ms	2822 samples                
Channel 5	name =	DCActualCurrent	period =1000ms	2821 samples                
Channel 6	name =	DCActualPower	period =1000ms	2821 samples                
Channel 7	name =	DCActualVoltage	period =1000ms	2821 samples                
Channel 8	name =	DCHardArcPerRun	period =1000ms	2821 samples                
Channel 9	name =	DCMicroArcPerRun	period =1000ms	2821 samples                
Channel 10	name =	DCPowerCorrection	period =1000ms	2822 samples                
Channel 11	name =	DCShieldLifeCounter	period =1000ms	2821 samples                
Channel 12	name =	DCTargetLifeCounter	period =1000ms	2821 samples                
Channel 13	name =	FlexiCathMagnetPositionSensor	period =1000ms	2822 samples                
Channel 14	name =	GasVacuumSystemGas1Sensor	period =1000ms	2822 samples                
Channel 15	name =	GasVacuumSystemGas3Sensor	period =1000ms	2821 samples                
Channel 16	name =	GasVacuumSystemPressureReaderManagerWiderangeGaugeSensor	period =1000ms	2821 samples                
Channel 17	name =	MatchingSeriesCapacitorPositionSensor	period =1000ms	2821 samples                
Channel 18	name =	MatchingShuntCapacitorPositionSensor	period =1000ms	2821 samples                
Channel 19	name =	ProcessTimerTimeCorrection	period =1000ms	2821 samples                
Channel 20	name =	RFBiasLoadPowerCorrection	period =1000ms	2821 samples                
Channel 21	name =	RFBiasLoadPowerSensor	period =1000ms	2821 samples                
Channel 22	name =	RFBiasReflectedPowerSensor	period =1000ms	2821 samples                
Channel 23	  name = 	zzEvent	period = undefined	undefined samples

No. of steps = 4
Step   	author         	ChuckDriveProce	ChuckDriveProce	ChuckDriveProce	ChuckGasFlowSet	ChuckGasPressur	ChuckGasRegulat	ChuckTemperatur	ChuckTemperatur	ChuckTemperatur	cleanAfterStep 	comment        	DCChopperFreque	DCChopperPulsWi	DCControlMode  	DCCurrentSetpoi	DCPowerModulati	DCPowerModulati	DCPowerModulati	DCPowerSetpoint	DCRampTime     	DCVoltageSetpoi	DCXHardArcPerRu	DCXMicroArcPerR	FlexiCathMagnet	FlexiCathMagnet	GasVacuumSystem	GasVacuumSystem	GasVacuumSystem	jobSettablePara	lastUpdate     	MatchingSeriesC	MatchingShuntCa	name           	owner          	powerOnAfterSte	Pressure       	ProcessEndCondi	ProcessTime    	processType    	RecipeExecution	RFBiasDCVoltage	RFBiasLoadPower	RFBiasRampTime 	RFBiasReflected	ThrottleEnable 	
(Units)	(none)         	()             	(SerOffsInc)   	()             	(sccm)         	(mTorr)        	()             	()             	(degC)         	()             	(none)         	(none)         	(kHz)          	(ns)           	()             	(A)            	(%)            	()             	(Degree)       	(W)            	(s)            	(V)            	()             	()             	()             	(mm)           	(sccm)         	(sccm)         	(sccm)         	(none)         	(none)         	(steps)        	(steps)        	(none)         	(none)         	(none)         	(mTorr)        	()             	(s)            	(none)         	()             	(V)            	(W)            	(s)            	(W)            	()             	
1      	s              	Setpoint       	-3072.0        	Process        	0.0            	0.0            	Pressure       	Setpoint       	70.0           	0              	false          	               	350.0          	1000           	Power          	0.0            	0.0            	None           	0.0            	0.0            	0.0            	0.0            	0              	0              	Recipe         	30.0           	0.0            	0.0            	0.0            	OrderedCollecti	2016/10/18 16:0	540            	550            	TSO_L_Evac     	s              	false          	6.75057e-3     	Pressure       	15.0           	               	true           	0.0            	0.0            	0.0            	0.0            	false          	

2      	s              	DontChange     	0              	Process        	0.0            	0.0            	Pressure       	DontChange     	70.0           	0              	false          	               	350.0          	1000           	Power          	0.0            	0.0            	None           	0.0            	0.0            	0.0            	0.0            	0              	0              	None           	0.0            	50.0           	0.0            	45.0           	OrderedCollecti	2016/11/04 11:4	0              	0              	TSO_L_Stab_600s	s              	false          	0.0            	Time           	600.0          	               	true           	0.0            	0.0            	0.0            	0.0            	true           	

3      	s              	DontChange     	0              	Process        	0.0            	0.0            	Pressure       	DontChange     	70.0           	0              	false          	               	350.0          	1000           	Power          	0.0            	0.0            	None           	0              	2475.0         	0.0            	230.0          	0              	0              	None           	0.0            	50.0           	0.0            	45.0           	OrderedCollecti	2016/11/04 11:3	0              	0              	TSO_L_1730nm   	s              	false          	0.0            	Time           	3089.0         	               	false          	0.0            	250.0          	0.0            	0.0            	true           	

4      	s              	DontChange     	0              	Process        	0.0            	0.0            	Pressure       	DontChange     	70.0           	0              	false          	               	350.0          	1000           	Power          	0.0            	0.0            	None           	0.0            	0.0            	0.0            	0.0            	0              	0              	None           	0.0            	0.0            	0.0            	0.0            	OrderedCollecti	2016/10/13 11:2	0              	0              	TSO_L_EvacClean	s              	false          	7.50064e-4     	Time           	5.0            	               	false          	0.0            	0.0            	0.0            	0.0            	false          	


HistoricalData:
ChuckDrivePositionCountActual	ChuckDrivePositionCountActual	ChuckTempControlDCBiasActVoltage	ChuckTempControlDCBiasActVoltage	ChuckTempControlSensor	ChuckTempControlSensor	CurrentStepNumber	CurrentStepNumber	DCActualCurrent	DCActualCurrent	DCActualPower	DCActualPower	DCActualVoltage	DCActualVoltage	DCHardArcPerRun	DCHardArcPerRun	DCMicroArcPerRun	DCMicroArcPerRun	DCPowerCorrection	DCPowerCorrection	DCShieldLifeCounter	DCShieldLifeCounter	DCTargetLifeCounter	DCTargetLifeCounter	FlexiCathMagnetPositionSensor	FlexiCathMagnetPositionSensor	GasVacuumSystemGas1Sensor	GasVacuumSystemGas1Sensor	GasVacuumSystemGas3Sensor	GasVacuumSystemGas3Sensor	GasVacuumSystemPressureReaderManagerWiderangeGaugeSensor	GasVacuumSystemPressureReaderManagerWiderangeGaugeSensor	MatchingSeriesCapacitorPositionSensor	MatchingSeriesCapacitorPositionSensor	MatchingShuntCapacitorPositionSensor	MatchingShuntCapacitorPositionSensor	ProcessTimerTimeCorrection	ProcessTimerTimeCorrection	RFBiasLoadPowerCorrection	RFBiasLoadPowerCorrection	RFBiasLoadPowerSensor	RFBiasLoadPowerSensor	RFBiasReflectedPowerSensor	RFBiasReflectedPowerSensor	
msec	SerInc	msec	V	msec	degC	msec	no unit	msec	A	msec	W	msec	V	msec	no unit	msec	no unit	msec	%	msec	kWh	msec	kWh	msec	mm	msec	sccm	msec	sccm	msec	mTorr	msec	steps	msec	steps	msec	%	msec	%	msec	W	msec	W	
114	12357	239	0	1237	81	114	1	1112	0.0	738	0	363	0	987	527	863	6919	239	1.6	613	83.1827	488	739.12	239	30.06	114	0.0	1237	0.0	613	9.17208e-4	488	540	363	550	1112	0.0	863	-6.6	988	0	738	0	---	---	
1362	12357	1487	0	2485	81	1362	1	2360	0.0	1986	0	1611	0	2235	527	2111	6919	1487	1.6	1861	83.1827	1736	739.12	1487	30.06	1362	0.0	2485	0.0	1861	9.66619e-4	1736	540	1611	550	2360	0.0	2111	-6.6	2236	0	1986	0	---	---	
2610	12357	2735	0	3733	81	2610	1	3608	0.0	3234	0	2859	0	3483	527	3359	6919	2735	1.6	3109	83.1827	2984	739.12	2735	30.06	2610	0.0	3733	0.0	3109	9.594e-4	2984	540	2859	550	3608	0.0	3359	-6.6	3483	0	3234	0	---	---	
3858	12357	3983	0	4981	81	3858	1	4856	0.0	4482	0	4107	0	4731	527	4607	6919	3983	1.6	4357	83.1827	4232	739.12	3983	30.06	3858	0.0	4981	0.0	4357	9.594e-4	4232	540	4107	550	4856	0.0	4607	-6.6	4731	0	4482	0	---	---	
5106	12357	5231	0	6229	81	5106	1	6104	0.0	5730	0	5355	0	5979	527	5855	6919	5231	1.6	5605	83.1827	5480	739.12	5231	30.06	5106	0.0	6229	0.0	5605	9.45125e-4	5480	540	5355	550	6104	0.0	5855	-6.6	5979	0	5730	0	---	---	
6354	12357	6479	0	7477	81	6354	1	7352	0.0	6978	0	6603	0	7227	527	7103	6919	6479	1.6	6853	83.1827	6728	739.12	6479	30.06	6354	0.0	7477	0.0	6853	9.45125e-4	6728	540	6603	550	7352	0.0	7103	-6.6	7227	0	6978	0	---	---	
7602	12357	7727	0	8725	81	7602	1	8600	0.0	8226	0	7852	0	8476	527	8351	6919	7727	1.6	8101	83.1827	7976	739.12	7727	30.06	7602	0.0	8725	0.0	8101	9.31062e-4	7976	540	7852	550	8600	0.0	8351	-6.6	8476	0	8226	0	---	---	
8850	-107599	8975	0	9973	81	8850	1	9849	0.0	9474	0	9100	0.0	9724	527	9599	6919	8975	1.6	9349	83.1827	9225	739.12	8975	30.06	8850	0.0	9973	0.0	9349	9.31062e-4	9225	540	9100	550	9849	0.0	9599	-6.6	9724	0	9474	0	---	---	
10098	-107599	10223	0	11222	81	10098	2	11097	0.0	10722	0	10348	0.0	10972	527	10847	6919	10223	1.6	10597	83.1827	10473	739.12	10223	30.06	10098	0.0	11222	18.4	10597	9.2411e-4	10473	540	10348	550	11097	0.0	10847	-6.6	10972	0	10722	0	---	---	
11346	-107599	11471	0	12470	81	11346	2	12345	0.0	11970	0	11596	0	12220	527	12095	6919	11471	1.6	11846	83.1827	11721	739.12	11471	30.06	11346	5.2	12470	44.92	11846	1.8896	11721	540	11596	550	12345	0.0	12095	-6.6	12220	0	11970	0	---	---	
12595	-107599	12719	0	13749	81	12595	2	13624	0.0	13250	0	12875	0	13499	527	13375	6919	12719	1.6	13125	83.1827	13000	739.12	12719	30.06	12595	49.9	13749	44.92	13125	3.57332	13000	540	12875	550	13624	0.0	13375	-6.6	13499	0	13250	0	13566	PM4RecipeExecutionPolicyStepStarted/TSO_L_Evac/PM4	
13874	-107599	13999	0	14998	81	13874	2	14873	0.0	14498	0	14124	0	14748	527	14623	6919	13999	1.6	14373	83.1827	14248	739.12	13999	30.06	13874	49.9	14998	44.92	14373	3.68209	14248	540	14124	550	14873	0.0	14623	-6.6	14748	0	14498	0	14863	PM4RecipeExecutionPolicyStepStopped/TSO_L_Evac/PM4	
15122	-107599	15247	0	16277	81	15122	2	16152	0.0	15746	0	15372	0	16025	527	15871	6919	15247	1.6	15621	83.1827	15497	739.12	15247	30.06	15122	49.9	16277	44.92	15622	3.68209	15497	540	15372	550	16152	0.0	15871	-6.6	16025	0	15746	0	14908	PM4RecipeExecutionPolicyStepStarted/TSO_L_Stab_600s/PM4	
16402	-107599	16526	0	17556	81	16402	2	17431	0.0	17026	0	16651	0	17307	527	17182	6919	16526	1.6	16901	83.1827	16776	739.12	16526	30.06	16402	49.9	17556	44.92	16901	3.73769	16776	540	16651	550	17431	0.0	17182	-6.6	17307	0	17026	0	---	---	
17681	-107599	17806	0	18789	81	17681	2	18664	0.0	18289	0	17930	0	18539	527	18414	6919	17806	1.6	18177	83.1827	18055	739.12	17806	30.06	17681	49.9	18789	44.92	18177	3.70979	18055	540	17930	550	18664	0.0	18414	-6.6	18539	0	18289	0	---	---	
18914	-107599	19038	0	20037	81	18914	2	19912	0.0	19538	0	19163	0	19787	527	19662	6919	19038	1.6	19413	83.1827	19288	739.12	19038	30.06	18914	49.9	20037	44.92	19413	3.73769	19288	540	19163	550	19912	0.0	19662	-6.6	19787	0	19538	0	---	---	
20162	-107599	20287	0	21355	81	20162	2	21160	0.0	20786	0	20411	0	21035	527	20911	6919	20287	1.6	20661	83.1827	20536	739.12	20287	30.06	20162	49.9	21355	44.92	20661	3.70979	20536	540	20411	550	21160	0.0	20911	-6.6	21035	0	20786	0	---	---	
21472	-107599	21597	0	22580	81	21472	2	22455	0.0	22096	0	21722	0	22346	527	22221	6919	21597	1.6	21971	83.1827	21847	739.12	21597	30.06	21472	49.9	22580	44.92	21971	3.73769	21847	540	21722	550	22455	0.0	22221	-6.6	22346	0	22096	0	---	---	
22705	-107599	22829	0	23813	81	22705	2	23688	0.0	23329	0	22954	0	23563	527	23449	6919	22829	1.6	23204	83.1827	23079	739.12	22829	30.06	22705	49.9	23813	44.92	23204	3.70979	23079	540	22954	550	23688	0.0	23449	-6.6	23563	0	23329	0	---	---	
23937	-107599	24062	0	25045	81	23937	2	24920	0.0	24546	0	24187	0	24795	527	24670	6919	24062	1.6	24436	83.1827	24312	739.12	24062	30.06	23937	49.9	25045	44.92	24436	3.73769	24312	540	24187	550	24920	0.0	24670	-6.6	24795	0	24546	0	---	---	
25170	-107599	25294	0	26277	81	25170	2	26152	0.0	25778	0	25419	0	26028	527	25903	6919	25294	1.6	25653	83.1827	25540	739.12	25294	30.06	25170	49.9	26277	44.92	25653	3.73769	25540	540	25419	550	26152	0.0	25903	-6.6	26028	0	25778	0	---	---	
26402	-107599	26527	0	27510	81	26402	2	27385	0.0	27011	0	26636	0	27260	527	27135	6919	26527	1.6	26886	83.1827	26761	739.12	26527	30.06	26402	49.9	27510	44.92	26886	3.73769	26761	540	26636	550	27385	0.0	27135	-6.6	27260	0	27011	0	---	---	
27655	-107599	27775	0	28774	81	27655	2	28648	0.0	28274	0	27900	0	28524	527	28399	6919	27775	1.6	28149	83.1827	28025	739.12	27775	30.06	27655	49.9	28774	44.92	28149	3.76582	28025	540	27900	550	28648	0.0	28399	-6.6	28524	0	28274	0	---	---	
28898	-107599	29023	0	30021	81	28898	2	29896	0.0	29522	0	29148	0	29772	527	29647	6919	29023	1.6	29397	83.1827	29273	739.12	29023	30.06	28898	49.9	30021	44.92	29397	3.76582	29273	540	29148	550	29896	0.0	29647	-6.6	29772	0	29522	0	---	---	
